date,location,latitude,longitude,tmax,tmin,rainfall_mm,cloud_amt,data_source,state,region
2019-09-15,Darjeeling,27.041,88.2663,25.17,19.88,6.02,90.39,NASA_POWER,West Bengal,East (Himalayan)
2019-09-16,Darjeeling,27.041,88.2663,24.06,19.61,21.09,93.27,NASA_POWER,West Bengal,East (Himalayan)
2019-09-17,Darjeeling,27.041,88.2663,22.24,19.23,23.43,91.04,NASA_POWER,West Bengal,East (Himalayan)
2019-09-18,Darjeeling,27.041,88.2663,23.83,18.68,8.85,91.09,NASA_POWER,West Bengal,East (Himalayan)
2019-09-19,Darjeeling,27.041,88.2663,25.14,19.04,2.26,84.6,NASA_POWER,West Bengal,East (Himalayan)
2019-09-20,Darjeeling,27.041,88.2663,24.23,18.4,2.67,85.55,NASA_POWER,West Bengal,East (Himalayan)
2019-09-21,Darjeeling,27.041,88.2663,23.19,18.03,4.62,83.81,NASA_POWER,West Bengal,East (Himalayan)
2019-09-22,Darjeeling,27.041,88.2663,22.27,18.26,16.17,95.18,NASA_POWER,West Bengal,East (Himalayan)
2019-09-23,Darjeeling,27.041,88.2663,23.25,18.11,18.32,95.88,NASA_POWER,West Bengal,East (Himalayan)
2019-09-24,Darjeeling,27.041,88.2663,23.02,17.68,23.6,81.25,NASA_POWER,West Bengal,East (Himalayan)
2019-09-25,Darjeeling,27.041,88.2663,20.9,18.07,14.63,95.83,NASA_POWER,West Bengal,East (Himalayan)
2019-09-26,Darjeeling,27.041,88.2663,23.13,17.36,6.37,77.34,NASA_POWER,West Bengal,East (Himalayan)
2019-09-27,Darjeeling,27.041,88.2663,21.33,17.37,6.12,97.27,NASA_POWER,West Bengal,East (Himalayan)
2019-09-28,Darjeeling,27.041,88.2663,20.78,16.28,19.64,85.69,NASA_POWER,West Bengal,East (Himalayan)
2019-09-29,Darjeeling,27.041,88.2663,20.36,15.68,20.39,80.29,NASA_POWER,West Bengal,East (Himalayan)
2019-09-30,Darjeeling,27.041,88.2663,19.48,15.63,19.19,80.12,NASA_POWER,West Bengal,East (Himalayan)
2019-10-01,Darjeeling,27.041,88.2663,23.5,14.92,3.67,71.32,NASA_POWER,West Bengal,East (Himalayan)
2019-10-02,Darjeeling,27.041,88.2663,23.37,16.83,2.01,65.84,NASA_POWER,West Bengal,East (Himalayan)
2019-10-03,Darjeeling,27.041,88.2663,23.61,16.92,0.88,85.61,NASA_POWER,West Bengal,East (Himalayan)
2019-10-04,Darjeeling,27.041,88.2663,23.61,18.27,1.25,78.25,NASA_POWER,West Bengal,East (Himalayan)
2019-10-05,Darjeeling,27.041,88.2663,23.23,18.21,1.34,87.2,NASA_POWER,West Bengal,East (Himalayan)
2019-10-06,Darjeeling,27.041,88.2663,23.23,18.26,0.77,92.75,NASA_POWER,West Bengal,East (Himalayan)
2019-10-07,Darjeeling,27.041,88.2663,23.86,18.24,6.6,82.6,NASA_POWER,West Bengal,East (Himalayan)
2019-10-08,Darjeeling,27.041,88.2663,23.17,16.58,6.12,82.06,NASA_POWER,West Bengal,East (Himalayan)
2019-10-09,Darjeeling,27.041,88.2663,22.01,15.63,3.02,73.52,NASA_POWER,West Bengal,East (Himalayan)
2019-10-10,Darjeeling,27.041,88.2663,22.51,15.33,1.36,53.73,NASA_POWER,West Bengal,East (Himalayan)
2019-10-11,Darjeeling,27.041,88.2663,22.73,16.31,1.21,56.78,NASA_POWER,West Bengal,East (Himalayan)
2019-10-12,Darjeeling,27.041,88.2663,22.61,16.01,0.5,59.43,NASA_POWER,West Bengal,East (Himalayan)
2019-10-13,Darjeeling,27.041,88.2663,22.65,16.58,0.09,46.06,NASA_POWER,West Bengal,East (Himalayan)
2019-10-14,Darjeeling,27.041,88.2663,22.81,16.72,0.0,47.2,NASA_POWER,West Bengal,East (Himalayan)
2019-10-15,Darjeeling,27.041,88.2663,23.48,15.5,0.0,38.01,NASA_POWER,West Bengal,East (Himalayan)
2019-10-16,Darjeeling,27.041,88.2663,22.8,16.12,0.02,57.1,NASA_POWER,West Bengal,East (Himalayan)
2019-10-17,Darjeeling,27.041,88.2663,23.3,16.36,0.03,47.61,NASA_POWER,West Bengal,East (Himalayan)
2019-10-18,Darjeeling,27.041,88.2663,22.95,15.81,0.0,59.32,NASA_POWER,West Bengal,East (Himalayan)
2019-10-19,Darjeeling,27.041,88.2663,22.5,16.26,0.0,79.35,NASA_POWER,West Bengal,East (Himalayan)
2019-10-20,Darjeeling,27.041,88.2663,22.15,16.24,0.0,99.09,NASA_POWER,West Bengal,East (Himalayan)
2019-10-21,Darjeeling,27.041,88.2663,22.42,16.04,0.0,82.21,NASA_POWER,West Bengal,East (Himalayan)
2019-10-22,Darjeeling,27.041,88.2663,22.41,14.68,0.0,55.47,NASA_POWER,West Bengal,East (Himalayan)
2019-10-23,Darjeeling,27.041,88.2663,20.75,15.6,0.03,84.85,NASA_POWER,West Bengal,East (Himalayan)
2019-10-24,Darjeeling,27.041,88.2663,19.83,14.3,0.6,59.58,NASA_POWER,West Bengal,East (Himalayan)
2019-10-25,Darjeeling,27.041,88.2663,20.46,13.18,0.82,78.88,NASA_POWER,West Bengal,East (Himalayan)
2019-10-26,Darjeeling,27.041,88.2663,21.34,13.23,0.23,93.08,NASA_POWER,West Bengal,East (Himalayan)
2019-10-27,Darjeeling,27.041,88.2663,21.33,14.25,0.18,82.14,NASA_POWER,West Bengal,East (Himalayan)
2019-10-28,Darjeeling,27.041,88.2663,21.29,14.54,0.0,79.18,NASA_POWER,West Bengal,East (Himalayan)
2019-10-29,Darjeeling,27.041,88.2663,21.84,16.13,0.0,52.61,NASA_POWER,West Bengal,East (Himalayan)
2019-10-30,Darjeeling,27.041,88.2663,21.82,15.7,0.0,66.79,NASA_POWER,West Bengal,East (Himalayan)
2019-10-31,Darjeeling,27.041,88.2663,22.18,14.49,0.0,70.6,NASA_POWER,West Bengal,East (Himalayan)
2019-11-01,Darjeeling,27.041,88.2663,21.17,13.92,0.0,51.78,NASA_POWER,West Bengal,East (Himalayan)
2019-11-02,Darjeeling,27.041,88.2663,22.76,15.19,0.0,40.86,NASA_POWER,West Bengal,East (Himalayan)
2019-11-03,Darjeeling,27.041,88.2663,22.71,14.88,0.1,57.68,NASA_POWER,West Bengal,East (Himalayan)
2019-11-04,Darjeeling,27.041,88.2663,21.12,14.96,0.85,73.59,NASA_POWER,West Bengal,East (Himalayan)
2019-11-05,Darjeeling,27.041,88.2663,20.35,13.26,0.31,52.33,NASA_POWER,West Bengal,East (Himalayan)
2019-11-06,Darjeeling,27.041,88.2663,20.75,13.17,0.05,52.58,NASA_POWER,West Bengal,East (Himalayan)
2019-11-07,Darjeeling,27.041,88.2663,22.27,13.92,0.0,45.88,NASA_POWER,West Bengal,East (Himalayan)
2019-11-08,Darjeeling,27.041,88.2663,21.36,15.0,0.0,76.29,NASA_POWER,West Bengal,East (Himalayan)
2019-11-09,Darjeeling,27.041,88.2663,22.0,14.74,0.0,85.31,NASA_POWER,West Bengal,East (Himalayan)
2019-11-10,Darjeeling,27.041,88.2663,22.36,14.12,0.0,53.94,NASA_POWER,West Bengal,East (Himalayan)
2019-11-11,Darjeeling,27.041,88.2663,21.48,14.45,0.0,57.95,NASA_POWER,West Bengal,East (Himalayan)
2019-11-12,Darjeeling,27.041,88.2663,21.42,14.18,0.0,59.38,NASA_POWER,West Bengal,East (Himalayan)
2019-11-13,Darjeeling,27.041,88.2663,21.75,13.93,0.0,50.96,NASA_POWER,West Bengal,East (Himalayan)
2019-11-14,Darjeeling,27.041,88.2663,22.82,15.28,0.0,33.65,NASA_POWER,West Bengal,East (Himalayan)
2019-11-15,Darjeeling,27.041,88.2663,23.19,15.35,0.0,47.41,NASA_POWER,West Bengal,East (Himalayan)
2019-11-16,Darjeeling,27.041,88.2663,22.48,14.72,0.0,53.4,NASA_POWER,West Bengal,East (Himalayan)
2019-11-17,Darjeeling,27.041,88.2663,21.86,14.0,0.05,64.31,NASA_POWER,West Bengal,East (Himalayan)
2019-11-18,Darjeeling,27.041,88.2663,20.65,13.26,0.0,68.44,NASA_POWER,West Bengal,East (Himalayan)
2019-11-19,Darjeeling,27.041,88.2663,19.76,12.74,0.0,61.13,NASA_POWER,West Bengal,East (Himalayan)
2019-11-20,Darjeeling,27.041,88.2663,19.07,12.63,0.0,70.95,NASA_POWER,West Bengal,East (Himalayan)
2019-11-21,Darjeeling,27.041,88.2663,19.39,11.93,0.01,63.12,NASA_POWER,West Bengal,East (Himalayan)
2019-11-22,Darjeeling,27.041,88.2663,19.79,12.08,0.0,57.87,NASA_POWER,West Bengal,East (Himalayan)
2019-11-23,Darjeeling,27.041,88.2663,20.24,12.85,0.0,72.38,NASA_POWER,West Bengal,East (Himalayan)
2019-11-24,Darjeeling,27.041,88.2663,19.28,13.32,0.0,72.49,NASA_POWER,West Bengal,East (Himalayan)
2019-11-25,Darjeeling,27.041,88.2663,19.75,12.83,0.0,80.23,NASA_POWER,West Bengal,East (Himalayan)
2019-11-26,Darjeeling,27.041,88.2663,20.31,12.93,0.0,55.18,NASA_POWER,West Bengal,East (Himalayan)
2019-11-27,Darjeeling,27.041,88.2663,20.52,12.63,0.0,40.15,NASA_POWER,West Bengal,East (Himalayan)
2019-11-28,Darjeeling,27.041,88.2663,21.84,12.59,0.0,38.43,NASA_POWER,West Bengal,East (Himalayan)
2019-11-29,Darjeeling,27.041,88.2663,20.94,11.59,0.0,47.76,NASA_POWER,West Bengal,East (Himalayan)
2019-11-30,Darjeeling,27.041,88.2663,19.85,10.88,0.0,45.25,NASA_POWER,West Bengal,East (Himalayan)
2019-12-01,Darjeeling,27.041,88.2663,19.42,9.92,0.0,61.34,NASA_POWER,West Bengal,East (Himalayan)
2019-12-02,Darjeeling,27.041,88.2663,17.21,8.79,0.0,73.86,NASA_POWER,West Bengal,East (Himalayan)
2019-12-03,Darjeeling,27.041,88.2663,17.01,9.01,0.0,74.2,NASA_POWER,West Bengal,East (Himalayan)
2019-12-04,Darjeeling,27.041,88.2663,19.42,7.53,0.0,38.85,NASA_POWER,West Bengal,East (Himalayan)
2019-12-05,Darjeeling,27.041,88.2663,20.28,10.19,0.0,39.81,NASA_POWER,West Bengal,East (Himalayan)
2019-12-06,Darjeeling,27.041,88.2663,18.95,10.66,0.0,38.61,NASA_POWER,West Bengal,East (Himalayan)
2019-12-07,Darjeeling,27.041,88.2663,17.56,10.39,0.0,55.68,NASA_POWER,West Bengal,East (Himalayan)
2019-12-08,Darjeeling,27.041,88.2663,18.24,9.74,0.0,36.84,NASA_POWER,West Bengal,East (Himalayan)
2019-12-09,Darjeeling,27.041,88.2663,17.73,9.74,0.0,41.55,NASA_POWER,West Bengal,East (Himalayan)
2019-12-10,Darjeeling,27.041,88.2663,16.78,8.76,0.0,57.51,NASA_POWER,West Bengal,East (Himalayan)
2019-12-11,Darjeeling,27.041,88.2663,16.71,8.02,0.1,89.31,NASA_POWER,West Bengal,East (Himalayan)
2019-12-12,Darjeeling,27.041,88.2663,15.44,9.04,0.02,91.11,NASA_POWER,West Bengal,East (Himalayan)
2019-12-13,Darjeeling,27.041,88.2663,16.48,9.25,4.91,88.3,NASA_POWER,West Bengal,East (Himalayan)
2019-12-14,Darjeeling,27.041,88.2663,14.4,8.64,5.82,84.7,NASA_POWER,West Bengal,East (Himalayan)
2019-12-15,Darjeeling,27.041,88.2663,17.04,8.19,0.1,79.46,NASA_POWER,West Bengal,East (Himalayan)
2019-12-16,Darjeeling,27.041,88.2663,17.15,7.95,0.0,51.6,NASA_POWER,West Bengal,East (Himalayan)
2019-12-17,Darjeeling,27.041,88.2663,16.4,7.7,0.0,63.09,NASA_POWER,West Bengal,East (Himalayan)
2019-12-18,Darjeeling,27.041,88.2663,15.83,7.21,0.0,65.39,NASA_POWER,West Bengal,East (Himalayan)
2019-12-19,Darjeeling,27.041,88.2663,16.22,7.35,0.0,68.46,NASA_POWER,West Bengal,East (Himalayan)
2019-12-20,Darjeeling,27.041,88.2663,16.44,7.36,0.0,65.03,NASA_POWER,West Bengal,East (Himalayan)
2019-12-21,Darjeeling,27.041,88.2663,15.92,6.93,0.0,79.34,NASA_POWER,West Bengal,East (Himalayan)
2019-12-22,Darjeeling,27.041,88.2663,15.81,6.32,0.0,65.73,NASA_POWER,West Bengal,East (Himalayan)
2019-12-23,Darjeeling,27.041,88.2663,15.72,7.06,0.0,65.53,NASA_POWER,West Bengal,East (Himalayan)
2019-12-24,Darjeeling,27.041,88.2663,16.49,7.2,0.0,60.5,NASA_POWER,West Bengal,East (Himalayan)
2019-12-25,Darjeeling,27.041,88.2663,15.2,6.74,0.0,60.0,NASA_POWER,West Bengal,East (Himalayan)
2019-12-26,Darjeeling,27.041,88.2663,15.31,5.31,0.0,58.37,NASA_POWER,West Bengal,East (Himalayan)
2019-12-27,Darjeeling,27.041,88.2663,14.92,4.6,0.0,67.07,NASA_POWER,West Bengal,East (Himalayan)
2019-12-28,Darjeeling,27.041,88.2663,16.67,3.19,0.0,36.85,NASA_POWER,West Bengal,East (Himalayan)
2019-12-29,Darjeeling,27.041,88.2663,16.74,6.85,0.0,37.54,NASA_POWER,West Bengal,East (Himalayan)
2019-12-30,Darjeeling,27.041,88.2663,16.66,6.55,0.0,35.92,NASA_POWER,West Bengal,East (Himalayan)
2019-12-31,Darjeeling,27.041,88.2663,17.94,7.47,0.0,40.8,NASA_POWER,West Bengal,East (Himalayan)
2020-01-01,Darjeeling,27.041,88.2663,17.27,8.26,0.02,95.4,NASA_POWER,West Bengal,East (Himalayan)
2020-01-02,Darjeeling,27.041,88.2663,16.59,8.21,0.11,87.66,NASA_POWER,West Bengal,East (Himalayan)
2020-01-03,Darjeeling,27.041,88.2663,15.02,7.53,9.06,90.84,NASA_POWER,West Bengal,East (Himalayan)
2020-01-04,Darjeeling,27.041,88.2663,13.39,6.04,5.16,86.88,NASA_POWER,West Bengal,East (Himalayan)
2020-01-05,Darjeeling,27.041,88.2663,12.77,3.11,1.14,70.35,NASA_POWER,West Bengal,East (Himalayan)
2020-01-06,Darjeeling,27.041,88.2663,15.46,2.66,0.02,56.5,NASA_POWER,West Bengal,East (Himalayan)
2020-01-07,Darjeeling,27.041,88.2663,15.72,6.88,0.0,70.99,NASA_POWER,West Bengal,East (Himalayan)
2020-01-08,Darjeeling,27.041,88.2663,16.01,6.46,0.13,87.87,NASA_POWER,West Bengal,East (Himalayan)
2020-01-09,Darjeeling,27.041,88.2663,14.74,5.25,1.49,63.47,NASA_POWER,West Bengal,East (Himalayan)
2020-01-10,Darjeeling,27.041,88.2663,15.44,5.72,0.46,70.0,NASA_POWER,West Bengal,East (Himalayan)
2020-01-11,Darjeeling,27.041,88.2663,16.49,7.36,0.1,44.94,NASA_POWER,West Bengal,East (Himalayan)
2020-01-12,Darjeeling,27.041,88.2663,17.7,8.71,0.0,36.17,NASA_POWER,West Bengal,East (Himalayan)
2020-01-13,Darjeeling,27.041,88.2663,17.67,8.47,0.0,41.99,NASA_POWER,West Bengal,East (Himalayan)
2020-01-14,Darjeeling,27.041,88.2663,18.14,8.59,0.0,46.8,NASA_POWER,West Bengal,East (Himalayan)
2020-01-15,Darjeeling,27.041,88.2663,17.85,8.07,0.0,62.69,NASA_POWER,West Bengal,East (Himalayan)
2020-01-16,Darjeeling,27.041,88.2663,18.5,8.43,0.0,59.22,NASA_POWER,West Bengal,East (Himalayan)
2020-01-17,Darjeeling,27.041,88.2663,17.67,8.17,2.69,83.14,NASA_POWER,West Bengal,East (Himalayan)
2020-01-18,Darjeeling,27.041,88.2663,17.25,8.0,1.77,69.98,NASA_POWER,West Bengal,East (Himalayan)
2020-01-19,Darjeeling,27.041,88.2663,16.07,5.91,0.06,56.3,NASA_POWER,West Bengal,East (Himalayan)
2020-01-20,Darjeeling,27.041,88.2663,15.81,5.71,0.0,50.9,NASA_POWER,West Bengal,East (Himalayan)
2020-01-21,Darjeeling,27.041,88.2663,15.07,6.74,0.0,68.77,NASA_POWER,West Bengal,East (Himalayan)
2020-01-22,Darjeeling,27.041,88.2663,15.8,6.25,0.02,57.5,NASA_POWER,West Bengal,East (Himalayan)
2020-01-23,Darjeeling,27.041,88.2663,13.63,4.75,0.07,82.43,NASA_POWER,West Bengal,East (Himalayan)
2020-01-24,Darjeeling,27.041,88.2663,15.25,2.98,0.0,68.05,NASA_POWER,West Bengal,East (Himalayan)
2020-01-25,Darjeeling,27.041,88.2663,16.16,3.49,0.0,44.17,NASA_POWER,West Bengal,East (Himalayan)
2020-01-26,Darjeeling,27.041,88.2663,14.38,5.61,0.0,54.02,NASA_POWER,West Bengal,East (Himalayan)
2020-01-27,Darjeeling,27.041,88.2663,15.4,5.84,0.0,83.74,NASA_POWER,West Bengal,East (Himalayan)
2020-01-28,Darjeeling,27.041,88.2663,15.27,5.9,0.0,75.49,NASA_POWER,West Bengal,East (Himalayan)
2020-01-29,Darjeeling,27.041,88.2663,16.62,6.61,0.0,60.86,NASA_POWER,West Bengal,East (Himalayan)
2020-01-30,Darjeeling,27.041,88.2663,14.79,6.65,1.68,68.22,NASA_POWER,West Bengal,East (Himalayan)
2020-01-31,Darjeeling,27.041,88.2663,15.86,5.9,0.47,74.78,NASA_POWER,West Bengal,East (Himalayan)
2020-02-01,Darjeeling,27.041,88.2663,16.42,4.9,0.01,80.01,NASA_POWER,West Bengal,East (Himalayan)
2020-02-02,Darjeeling,27.041,88.2663,15.51,5.24,0.02,75.55,NASA_POWER,West Bengal,East (Himalayan)
2020-02-03,Darjeeling,27.041,88.2663,15.21,5.14,0.0,67.19,NASA_POWER,West Bengal,East (Himalayan)
2020-02-04,Darjeeling,27.041,88.2663,16.4,6.57,0.0,50.51,NASA_POWER,West Bengal,East (Himalayan)
2020-02-05,Darjeeling,27.041,88.2663,15.91,5.93,0.0,82.29,NASA_POWER,West Bengal,East (Himalayan)
2020-02-06,Darjeeling,27.041,88.2663,16.1,5.99,0.0,66.24,NASA_POWER,West Bengal,East (Himalayan)
2020-02-07,Darjeeling,27.041,88.2663,16.32,6.23,0.0,64.41,NASA_POWER,West Bengal,East (Himalayan)
2020-02-08,Darjeeling,27.041,88.2663,17.64,5.55,0.0,58.19,NASA_POWER,West Bengal,East (Himalayan)
2020-02-09,Darjeeling,27.041,88.2663,17.0,5.14,0.0,51.9,NASA_POWER,West Bengal,East (Himalayan)
2020-02-10,Darjeeling,27.041,88.2663,17.5,6.96,0.0,55.08,NASA_POWER,West Bengal,East (Himalayan)
2020-02-11,Darjeeling,27.041,88.2663,18.03,6.51,0.0,62.24,NASA_POWER,West Bengal,East (Himalayan)
2020-02-12,Darjeeling,27.041,88.2663,19.69,7.25,0.0,55.76,NASA_POWER,West Bengal,East (Himalayan)
2020-02-13,Darjeeling,27.041,88.2663,20.32,8.97,0.0,52.69,NASA_POWER,West Bengal,East (Himalayan)
2020-02-14,Darjeeling,27.041,88.2663,19.05,9.57,0.04,68.45,NASA_POWER,West Bengal,East (Himalayan)
2020-02-15,Darjeeling,27.041,88.2663,18.95,8.05,0.07,75.12,NASA_POWER,West Bengal,East (Himalayan)
2020-02-16,Darjeeling,27.041,88.2663,19.24,9.78,0.0,58.49,NASA_POWER,West Bengal,East (Himalayan)
2020-02-17,Darjeeling,27.041,88.2663,19.75,10.64,0.0,68.3,NASA_POWER,West Bengal,East (Himalayan)
2020-02-18,Darjeeling,27.041,88.2663,20.81,9.37,0.0,70.3,NASA_POWER,West Bengal,East (Himalayan)
2020-02-19,Darjeeling,27.041,88.2663,19.69,8.63,0.01,76.82,NASA_POWER,West Bengal,East (Himalayan)
2020-02-20,Darjeeling,27.041,88.2663,19.28,10.16,0.04,90.16,NASA_POWER,West Bengal,East (Himalayan)
2020-02-21,Darjeeling,27.041,88.2663,20.98,10.56,0.09,81.75,NASA_POWER,West Bengal,East (Himalayan)
2020-02-22,Darjeeling,27.041,88.2663,19.41,10.65,1.6,81.27,NASA_POWER,West Bengal,East (Himalayan)
2020-02-23,Darjeeling,27.041,88.2663,21.35,10.53,2.61,63.89,NASA_POWER,West Bengal,East (Himalayan)
2020-02-24,Darjeeling,27.041,88.2663,18.1,9.1,3.11,80.68,NASA_POWER,West Bengal,East (Himalayan)
2020-02-25,Darjeeling,27.041,88.2663,17.74,8.67,19.39,90.66,NASA_POWER,West Bengal,East (Himalayan)
2020-02-26,Darjeeling,27.041,88.2663,15.51,8.03,12.37,94.66,NASA_POWER,West Bengal,East (Himalayan)
2020-02-27,Darjeeling,27.041,88.2663,18.48,7.92,0.04,58.76,NASA_POWER,West Bengal,East (Himalayan)
2020-02-28,Darjeeling,27.041,88.2663,21.24,8.63,0.0,52.95,NASA_POWER,West Bengal,East (Himalayan)
2020-02-29,Darjeeling,27.041,88.2663,21.35,10.81,0.0,54.22,NASA_POWER,West Bengal,East (Himalayan)
2020-03-01,Darjeeling,27.041,88.2663,21.87,10.69,2.13,60.6,NASA_POWER,West Bengal,East (Himalayan)
2020-03-02,Darjeeling,27.041,88.2663,20.61,10.43,2.34,72.85,NASA_POWER,West Bengal,East (Himalayan)
2020-03-03,Darjeeling,27.041,88.2663,19.62,10.23,3.69,74.22,NASA_POWER,West Bengal,East (Himalayan)
2020-03-04,Darjeeling,27.041,88.2663,19.05,9.36,4.04,89.88,NASA_POWER,West Bengal,East (Himalayan)
2020-03-05,Darjeeling,27.041,88.2663,19.8,9.97,1.31,79.09,NASA_POWER,West Bengal,East (Himalayan)
2020-03-06,Darjeeling,27.041,88.2663,19.77,9.21,2.92,84.45,NASA_POWER,West Bengal,East (Himalayan)
2020-03-07,Darjeeling,27.041,88.2663,19.69,9.31,9.88,88.44,NASA_POWER,West Bengal,East (Himalayan)
2020-03-08,Darjeeling,27.041,88.2663,20.7,8.8,0.2,62.51,NASA_POWER,West Bengal,East (Himalayan)
2020-03-09,Darjeeling,27.041,88.2663,21.71,9.67,0.03,64.06,NASA_POWER,West Bengal,East (Himalayan)
2020-03-10,Darjeeling,27.041,88.2663,21.18,11.26,0.0,59.44,NASA_POWER,West Bengal,East (Himalayan)
2020-03-11,Darjeeling,27.041,88.2663,22.48,9.83,0.01,65.31,NASA_POWER,West Bengal,East (Himalayan)
2020-03-12,Darjeeling,27.041,88.2663,23.88,12.82,0.03,45.89,NASA_POWER,West Bengal,East (Himalayan)
2020-03-13,Darjeeling,27.041,88.2663,24.58,13.15,10.59,80.52,NASA_POWER,West Bengal,East (Himalayan)
2020-03-14,Darjeeling,27.041,88.2663,21.23,10.53,110.74,99.1,NASA_POWER,West Bengal,East (Himalayan)
2020-03-15,Darjeeling,27.041,88.2663,20.55,8.76,4.72,65.33,NASA_POWER,West Bengal,East (Himalayan)
2020-03-16,Darjeeling,27.041,88.2663,21.13,10.14,0.0,55.97,NASA_POWER,West Bengal,East (Himalayan)
2020-03-17,Darjeeling,27.041,88.2663,21.12,11.19,0.0,66.42,NASA_POWER,West Bengal,East (Himalayan)
2020-03-18,Darjeeling,27.041,88.2663,21.31,11.23,0.54,66.08,NASA_POWER,West Bengal,East (Himalayan)
2020-03-19,Darjeeling,27.041,88.2663,21.52,10.51,3.25,86.34,NASA_POWER,West Bengal,East (Himalayan)
2020-03-20,Darjeeling,27.041,88.2663,19.42,12.59,4.39,89.17,NASA_POWER,West Bengal,East (Himalayan)
2020-03-21,Darjeeling,27.041,88.2663,19.08,11.56,4.06,81.7,NASA_POWER,West Bengal,East (Himalayan)
2020-03-22,Darjeeling,27.041,88.2663,17.24,11.12,4.44,96.07,NASA_POWER,West Bengal,East (Himalayan)
2020-03-23,Darjeeling,27.041,88.2663,19.54,10.48,2.76,89.1,NASA_POWER,West Bengal,East (Himalayan)
2020-03-24,Darjeeling,27.041,88.2663,21.97,12.12,0.09,55.11,NASA_POWER,West Bengal,East (Himalayan)
2020-03-25,Darjeeling,27.041,88.2663,21.45,14.4,1.93,59.35,NASA_POWER,West Bengal,East (Himalayan)
2020-03-26,Darjeeling,27.041,88.2663,23.21,14.94,0.63,56.28,NASA_POWER,West Bengal,East (Himalayan)
2020-03-27,Darjeeling,27.041,88.2663,24.6,14.99,1.17,67.83,NASA_POWER,West Bengal,East (Himalayan)
2020-03-28,Darjeeling,27.041,88.2663,26.2,14.6,0.1,54.25,NASA_POWER,West Bengal,East (Himalayan)
2020-03-29,Darjeeling,27.041,88.2663,26.06,14.31,0.0,50.75,NASA_POWER,West Bengal,East (Himalayan)
2020-03-30,Darjeeling,27.041,88.2663,25.63,14.45,0.01,44.72,NASA_POWER,West Bengal,East (Himalayan)
2020-03-31,Darjeeling,27.041,88.2663,24.41,12.46,0.1,77.97,NASA_POWER,West Bengal,East (Himalayan)
2020-04-01,Darjeeling,27.041,88.2663,24.44,13.62,4.24,82.76,NASA_POWER,West Bengal,East (Himalayan)
2020-04-02,Darjeeling,27.041,88.2663,25.21,13.97,0.98,55.66,NASA_POWER,West Bengal,East (Himalayan)
2020-04-03,Darjeeling,27.041,88.2663,25.51,11.4,0.03,48.05,NASA_POWER,West Bengal,East (Himalayan)
2020-04-04,Darjeeling,27.041,88.2663,24.91,13.05,0.0,56.26,NASA_POWER,West Bengal,East (Himalayan)
2020-04-05,Darjeeling,27.041,88.2663,24.62,12.74,0.0,45.7,NASA_POWER,West Bengal,East (Himalayan)
2020-04-06,Darjeeling,27.041,88.2663,24.48,13.4,0.12,72.51,NASA_POWER,West Bengal,East (Himalayan)
2020-04-07,Darjeeling,27.041,88.2663,26.41,13.76,0.21,72.77,NASA_POWER,West Bengal,East (Himalayan)
2020-04-08,Darjeeling,27.041,88.2663,25.94,12.63,0.49,76.45,NASA_POWER,West Bengal,East (Himalayan)
2020-04-09,Darjeeling,27.041,88.2663,24.51,14.99,7.82,78.07,NASA_POWER,West Bengal,East (Himalayan)
2020-04-10,Darjeeling,27.041,88.2663,26.27,14.75,0.22,44.85,NASA_POWER,West Bengal,East (Himalayan)
2020-04-11,Darjeeling,27.041,88.2663,25.84,14.58,1.47,72.33,NASA_POWER,West Bengal,East (Himalayan)
2020-04-12,Darjeeling,27.041,88.2663,23.79,14.72,1.65,69.86,NASA_POWER,West Bengal,East (Himalayan)
2020-04-13,Darjeeling,27.041,88.2663,25.8,15.27,0.34,79.0,NASA_POWER,West Bengal,East (Himalayan)
2020-04-14,Darjeeling,27.041,88.2663,24.46,17.07,0.26,91.65,NASA_POWER,West Bengal,East (Himalayan)
2020-04-15,Darjeeling,27.041,88.2663,24.49,15.57,3.26,87.38,NASA_POWER,West Bengal,East (Himalayan)
2020-04-16,Darjeeling,27.041,88.2663,21.14,15.38,5.22,89.39,NASA_POWER,West Bengal,East (Himalayan)
2020-04-17,Darjeeling,27.041,88.2663,23.18,14.95,3.79,72.36,NASA_POWER,West Bengal,East (Himalayan)
2020-04-18,Darjeeling,27.041,88.2663,23.93,14.72,5.66,97.08,NASA_POWER,West Bengal,East (Himalayan)
2020-04-19,Darjeeling,27.041,88.2663,25.38,14.47,2.87,93.47,NASA_POWER,West Bengal,East (Himalayan)
2020-04-20,Darjeeling,27.041,88.2663,24.04,15.61,7.54,85.32,NASA_POWER,West Bengal,East (Himalayan)
2020-04-21,Darjeeling,27.041,88.2663,21.76,14.57,8.56,92.27,NASA_POWER,West Bengal,East (Himalayan)
2020-04-22,Darjeeling,27.041,88.2663,19.66,13.78,12.23,93.34,NASA_POWER,West Bengal,East (Himalayan)
2020-04-23,Darjeeling,27.041,88.2663,21.14,12.65,2.02,84.88,NASA_POWER,West Bengal,East (Himalayan)
2020-04-24,Darjeeling,27.041,88.2663,20.03,13.39,4.5,84.33,NASA_POWER,West Bengal,East (Himalayan)
2020-04-25,Darjeeling,27.041,88.2663,20.82,13.2,4.42,70.51,NASA_POWER,West Bengal,East (Himalayan)
2020-04-26,Darjeeling,27.041,88.2663,21.18,13.17,5.59,91.93,NASA_POWER,West Bengal,East (Himalayan)
